barcode,titck_product_code,trade_name,manufacturer,atc_code,active_substance_tr,dosage_form,strength_value,strength_unit,strength_text,package_size_text,rx_only,reimbursable,retired_at
8699828690627,2016/946,"%5 DEKSTROZ %0,2 SODYUM KLORUR COZELTISI SETSIZ, 500 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BB02,"sodyum klorür, dekstroz monohidrat",çözelti,5,%,%5,500 ML,true,true,
8699828691334,2017/116,"%5 DEKSTROZ %0,2 SODYUM KLORUR COZELTISI SETSIZ, 500 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BB02,"sodyum klorür, dekstroz monohidrat",çözelti,5,%,%5,500 ML,,false,
8699788690965,192/6,"%5 DEKSTROZ %0,2 SODYUM KLORÜR ÇÖZELTİSİ, 250 ML SETLİ ŞİŞE",OSEL İLAÇ SAN. VE TİC. A.Ş.,B05BB02,"Glukoz monohidrat, sodyum klorür",çözelti,5,%,%5,250 ML SETLİ ŞİŞE,true,false,2018-12-25
8699788695120,192/6,"%5 DEKSTROZ %0,2 SODYUM KLORÜR ÇÖZELTİSİ, 500 ML SETLİ ŞİŞE",OSEL İLAÇ SAN. VE TİC. A.Ş.,B05BB02,"Glukoz monohidrat, sodyum klorür",çözelti,5,%,%5,500 ML SETLİ ŞİŞE,true,true,
8699788690125,192/6,"%5 DEKSTROZ %0,2 SODYUM KLORÜR ÇÖZELTİSİ, 500 ML SETSİZ ŞİŞE",OSEL İLAÇ SAN. VE TİC. A.Ş.,B05BB02,"Glukoz monohidrat, sodyum klorür",çözelti,5,%,%5,500 ML SETSİZ ŞİŞE,true,true,
8699788690132,192/61,"%5 DEKSTROZ %0,45 SODYUM KLORÜR %0,3 POTASYUM KLORÜR SOLÜSYONU, 500 ML SETSİZ",OSEL İLAÇ SAN. VE TİC. A.Ş.,B05BB02,"glukoz monohidrat, sodyum klorür, potasyum klorür",solüsyon,5,%,%5,500 ML SETSİZ,true,false,
8699828692041,2017/23,"%5 DEKSTROZ %0,45 SODYUM KLORUR COZELTISI SETLI, 100 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BB02,"dekstroz monohidrat, sodyum klorür",çözelti,5,%,%5,100 ML,,false,
8699828690658,2017/23,"%5 DEKSTROZ %0,45 SODYUM KLORUR COZELTISI SETLI, 1000 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BB02,"dekstroz monohidrat, sodyum klorür",çözelti,5,%,%5,1000 ML,true,true,
8699828692065,2017/23,"%5 DEKSTROZ %0,45 SODYUM KLORUR COZELTISI SETLI, 250 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BB02,"dekstroz monohidrat, sodyum klorür",çözelti,5,%,%5,250 ML,,false,
8699828691341,2017/24,"%5 DEKSTROZ %0,45 SODYUM KLORUR COZELTISI SETLI, 500 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BB02,"sodyum klorür, dekstroz monohidrat",çözelti,5,%,%5,500 ML,,false,
8699828690634,2017/23,"%5 DEKSTROZ %0,45 SODYUM KLORUR COZELTISI SETLI, 500 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BB02,"dekstroz monohidrat, sodyum klorür",çözelti,5,%,%5,500 ML,true,true,
8699828692058,2017/23,"%5 DEKSTROZ %0,45 SODYUM KLORUR COZELTISI SETSIZ, 100 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BB02,"dekstroz monohidrat, sodyum klorür",çözelti,5,%,%5,100 ML,,false,
8699828690665,2017/23,"%5 DEKSTROZ %0,45 SODYUM KLORUR COZELTISI SETSIZ, 1000 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BB02,"dekstroz monohidrat, sodyum klorür",çözelti,5,%,%5,1000 ML,true,true,
8699828692072,2017/23,"%5 DEKSTROZ %0,45 SODYUM KLORUR COZELTISI SETSIZ, 250 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BB02,"dekstroz monohidrat, sodyum klorür",çözelti,5,%,%5,250 ML,,false,
8699828691358,2017/24,"%5 DEKSTROZ %0,45 SODYUM KLORUR COZELTISI SETSIZ, 500 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BB02,"sodyum klorür, dekstroz monohidrat",çözelti,5,%,%5,500 ML,,false,
8699828690641,2017/23,"%5 DEKSTROZ %0,45 SODYUM KLORUR COZELTISI SETSIZ, 500 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BB02,"dekstroz monohidrat, sodyum klorür",çözelti,5,%,%5,500 ML,true,true,
8699788691047,192/76,"%5 DEKSTROZ %0,45 SODYUM KLORUR ÇÖZELTİSİ, 1000 ML SETLI ŞİŞE",OSEL İLAÇ SAN. VE TİC. A.Ş.,B05BB02,"dekstroz, sodyum klorür",çözelti,5,%,%5,1000 ML SETLI ŞİŞE,true,true,
8699788695113,192/76,"%5 DEKSTROZ %0,45 SODYUM KLORUR ÇÖZELTİSİ, 500 ML SETLI ŞİŞE",OSEL İLAÇ SAN. VE TİC. A.Ş.,B05BB02,"dekstroz, sodyum klorür",çözelti,5,%,%5,500 ML SETLI ŞİŞE,true,true,
8699606692652,208/99,"PF %5 DEKSTROZ %0,45 SODYUM KLORÜR I.V. İNFÜZON İÇİN ÇÖZELTİ, 1000 ML SETLİ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BB02,"Dekstroz Anhidr, Sodyum Klorür",çözelti,5,%,%5,1000 ML SETLİ,true,true,
8699606692669,208/99,"PF %5 DEKSTROZ %0,45 SODYUM KLORÜR I.V. İNFÜZON İÇİN ÇÖZELTİ, 1000 ML SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BB02,"Dekstroz Anhidr, Sodyum Klorür",çözelti,5,%,%5,1000 ML SETSİZ,true,true,
8699788690743,192/76,"%5 DEKSTROZ %0,45 SODYUM KLORUR ÇÖZELTİSİ, 1000 ML SETSİZ ŞİŞE",OSEL İLAÇ SAN. VE TİC. A.Ş.,B05BB02,"dekstroz, sodyum klorür",çözelti,5,%,%5,1000 ML SETSİZ ŞİŞE,true,true,
8699606692638,208/99,"PF %5 DEKSTROZ %0,45 SODYUM KLORÜR I.V. İNFÜZON İÇİN ÇÖZELTİ, 500 ML SETLİ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BB02,"Dekstroz Anhidr, Sodyum Klorür",çözelti,5,%,%5,500 ML SETLİ,true,true,
8699606692645,208/99,"PF %5 DEKSTROZ %0,45 SODYUM KLORÜR I.V. İNFÜZON İÇİN ÇÖZELTİ, 500 ML SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BB02,"Dekstroz Anhidr, Sodyum Klorür",çözelti,5,%,%5,500 ML SETSİZ,true,true,
8699788690118,192/76,"%5 DEKSTROZ %0,45 SODYUM KLORUR ÇÖZELTİSİ, 500 ML SETSİZ ŞİŞE",OSEL İLAÇ SAN. VE TİC. A.Ş.,B05BB02,"dekstroz, sodyum klorür",çözelti,5,%,%5,500 ML SETSİZ ŞİŞE,true,true,
8699788691030,192/59,"%5 DEKSTROZ %0.9 SODYUM KLORÜR OSEL İV İNFÜZYONLUK ÇÖZELTİ, 1000 ML SETLİ ŞİŞE",OSEL İLAÇ SAN. VE TİC. A.Ş.,B05BB02,"dekstroz monohidrat, sodyum klorür",çözelti,5,%,%5,1000 ML SETLİ ŞİŞE,true,true,
8699788695106,192/59,"%5 DEKSTROZ %0.9 SODYUM KLORÜR OSEL İV İNFÜZYONLUK ÇÖZELTİ, 500 ML SETLİ ŞİŞE",OSEL İLAÇ SAN. VE TİC. A.Ş.,B05BB02,"dekstroz monohidrat, sodyum klorür",çözelti,5,%,%5,500 ML SETLİ ŞİŞE,true,true,
8699508690268,,%5 DEKSTROZ 1000 ML SOLUSYON,MENARİNİ SAĞLIK VE İLAÇ SAN. TİC. A.Ş.,B05BA03,karbonhidratlar,solüsyon,5,%,%5,,true,false,2019-08-06
8699606690214,177/1,"PF %5 DEKSTROZ SUDAKİ IV İNFÜZON İÇİN ÇÖZELTİ, 1000 ML SETLİ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,5,%,%5,1000 ML SETLİ,true,true,
8699606690221,177/1,"PF %5 DEKSTROZ SUDAKİ IV İNFÜZON İÇİN ÇÖZELTİ, 1000 ML SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,5,%,%5,1000 ML SETSİZ,true,true,
8699556691217,,%5 DEKSTROZ 250 ML(SETLI),MENARİNİ SAĞLIK VE İLAÇ SAN. TİC. A.Ş.,B05BA03,karbonhidratlar,,5,%,%5,,true,false,2017-05-23
8699508690251,,%5 DEKSTROZ 500 ML SOLUSYON,MENARİNİ SAĞLIK VE İLAÇ SAN. TİC. A.Ş.,B05BA03,karbonhidratlar,solüsyon,5,%,%5,,true,false,2019-08-06
8699606690191,177/1,"PF %5 DEKSTROZ SUDAKİ IV İNFÜZON İÇİN ÇÖZELTİ, 500 ML SETLİ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,5,%,%5,500 ML SETLİ,true,true,
8699606690207,177/1,"PF %5 DEKSTROZ SUDAKİ IV İNFÜZON İÇİN ÇÖZELTİ, 500 ML SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,5,%,%5,500 ML SETSİZ,true,true,
8699788690903,192/7,%5 DEKSTROZ SUDAKİ ÇÖZELTİSİ 100 ML SETLİ ŞİŞE,OSEL İLAÇ SAN. VE TİC. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,5,%,%5,,true,false,
8699788691016,192/7,%5 DEKSTROZ SUDAKİ ÇÖZELTİSİ 1000 ML SETLİ ŞİŞE,OSEL İLAÇ SAN. VE TİC. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,5,%,%5,,true,true,
8699788690927,192/7,%5 DEKSTROZ SUDAKİ ÇÖZELTİSİ 250 ML SETLİ ŞİŞE,OSEL İLAÇ SAN. VE TİC. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,5,%,%5,,true,false,
8699788695014,192/7,%5 DEKSTROZ SUDAKİ ÇÖZELTİSİ 500 ML SETLİ ŞİŞE,OSEL İLAÇ SAN. VE TİC. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,5,%,%5,,true,true,
8699828691976,2017/119,"%5 DEKSTROZ IZOTONLK SODYUM KLORUR COZELTISI, 1000 ML SETLİ PVC TORBA",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BB02,"sodyum klorür, dekstroz monohidrat",çözelti,5,%,%5,1000 ML SETLİ PVC TORBA,,false,
8699828691389,2017/119,"%5 DEKSTROZ IZOTONLK SODYUM KLORUR COZELTISI, 1000 ML SETSİZ PVC TORBA",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BB02,"sodyum klorür, dekstroz monohidrat",çözelti,5,%,%5,1000 ML SETSİZ PVC TORBA,,false,
8699828690573,2017/58,"%5 DEKSTROZ IZOTONLK SODYUM KLORUR COZELTISI, 1000 ML(SETLI) ŞİŞE",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BB02,"sodyum klorür, dekstroz monohidrat",çözelti,5,%,%5,1000 ML(SETLI) ŞİŞE,true,true,
8699828690580,2017/58,"%5 DEKSTROZ IZOTONLK SODYUM KLORUR COZELTISI, 1000 ML(SETSIZ) ŞİŞE",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BB02,"sodyum klorür, dekstroz monohidrat",çözelti,5,%,%5,1000 ML(SETSIZ) ŞİŞE,true,true,
8699828691952,2017/119,"%5 DEKSTROZ IZOTONLK SODYUM KLORUR COZELTISI, 250 ML SETLİ PVC TORBA",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BB02,"sodyum klorür, dekstroz monohidrat",çözelti,5,%,%5,250 ML SETLİ PVC TORBA,,false,
8699828691365,2017/119,"%5 DEKSTROZ IZOTONLK SODYUM KLORUR COZELTISI, 250 ML SETSİZ PVC TORBA",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BB02,"sodyum klorür, dekstroz monohidrat",çözelti,5,%,%5,250 ML SETSİZ PVC TORBA,,false,
8699828691969,2017/119,"%5 DEKSTROZ IZOTONLK SODYUM KLORUR COZELTISI, 500 ML SETLİ PVC TORBA",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BB02,"sodyum klorür, dekstroz monohidrat",çözelti,5,%,%5,500 ML SETLİ PVC TORBA,,false,
8699828691372,2017/119,"%5 DEKSTROZ IZOTONLK SODYUM KLORUR COZELTISI, 500 ML SETSİZ PVC TORBA",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BB02,"sodyum klorür, dekstroz monohidrat",çözelti,5,%,%5,500 ML SETSİZ PVC TORBA,,false,
8699828690559,2017/58,"%5 DEKSTROZ IZOTONLK SODYUM KLORUR COZELTISI, 500 ML(SETLI) ŞİŞE",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BB02,"sodyum klorür, dekstroz monohidrat",çözelti,5,%,%5,500 ML(SETLI) ŞİŞE,true,true,
8699828690566,2017/58,"%5 DEKSTROZ IZOTONLK SODYUM KLORUR COZELTISI, 500 ML(SETSIZ) ŞİŞE",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BB02,"sodyum klorür, dekstroz monohidrat",çözelti,5,%,%5,500 ML(SETSIZ) ŞİŞE,true,true,
8699828690696,2016/931,"%5 DEKSTROZ LAKTATLI RINGER COZELTISI SETLI, 1000 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BB02,"sodyum laktat, potasyum klorür, sodyum klorür, kalsiyum klorür",çözelti,5,%,%5,1000 ML,true,true,
8699828690672,2016/931,"%5 DEKSTROZ LAKTATLI RINGER COZELTISI SETLI, 500 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BB02,"sodyum laktat, potasyum klorür, sodyum klorür, kalsiyum klorür",çözelti,5,%,%5,500 ML,true,true,
8699828690702,2016/931,"%5 DEKSTROZ LAKTATLI RINGER COZELTISI SETSIZ, 1000 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BB02,"sodyum laktat, potasyum klorür, sodyum klorür, kalsiyum klorür",çözelti,5,%,%5,1000 ML,true,true,
8699828690689,2016/931,"%5 DEKSTROZ LAKTATLI RINGER COZELTISI SETSIZ, 500 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BB02,"sodyum laktat, potasyum klorür, sodyum klorür, kalsiyum klorür",çözelti,5,%,%5,500 ML,true,true,
8699828691419,2017/2,%5 DEKSTROZ LAKTATLI RINGER SISE 1000 ML(SETLI),KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BB02,"dekstroz monohidrat, kalsiyum klorür, potasyum klorür, sodyum klorür, sodyum laktat",,5,%,%5,,,false,
8699828691426,2017/2,%5 DEKSTROZ LAKTATLI RINGER SISE 1000 ML(SETSIZ),KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BB02,"dekstroz monohidrat, kalsiyum klorür, potasyum klorür, sodyum klorür, sodyum laktat",,5,%,%5,,,false,
8699828691396,2017/2,%5 DEKSTROZ LAKTATLI RINGER SISE 500 ML(SETLI),KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BB02,"dekstroz monohidrat, kalsiyum klorür, potasyum klorür, sodyum klorür, sodyum laktat",,5,%,%5,,,false,
8699828691402,2017/2,%5 DEKSTROZ LAKTATLI RINGER SISE 500 ML(SETSIZ),KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BB02,"dekstroz monohidrat, kalsiyum klorür, potasyum klorür, sodyum klorür, sodyum laktat",,5,%,%5,,,false,
8699556690012,174/27,"KANFLEKS %5 DEKSTROZ SUDAKİ ÇÖZELTİSİ, 100 ML(SETLİ)",KANSUK LABORATUVARI SAN. VE TİC. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,5,%,%5,100 ML(SETLİ),true,false,2017-05-23
8699556690043,174/27,"KANFLEKS %5 DEKSTROZ SUDAKİ ÇÖZELTİSİ, 100 ML(SETSİZ)",KANSUK LABORATUVARI SAN. VE TİC. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,5,%,%5,100 ML(SETSİZ),true,false,2017-05-23
8699556691712,174/27,"KANFLEKS %5 DEKSTROZ SUDAKİ ÇÖZELTİSİ, 1000 ML(SETLİ)",KANSUK LABORATUVARI SAN. VE TİC. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,5,%,%5,1000 ML(SETLİ),true,false,2017-05-23
8699556691750,174/27,"KANFLEKS %5 DEKSTROZ SUDAKİ ÇÖZELTİSİ, 1000 ML(SETSİZ)",KANSUK LABORATUVARI SAN. VE TİC. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,5,%,%5,1000 ML(SETSİZ),true,false,2017-05-23
8699535690354,174/27,"KANFLEKS %5 DEKSTROZ SUDAKİ ÇÖZELTİSİ, 150 ML",KANSUK LABORATUVARI SAN. VE TİC. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,5,%,%5,150 ML,true,true,2025-11-25
8699556690111,174/27,"KANFLEKS %5 DEKSTROZ SUDAKİ ÇÖZELTİSİ, 150 ML(SETLİ)",KANSUK LABORATUVARI SAN. VE TİC. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,5,%,%5,150 ML(SETLİ),true,false,2017-05-23
8699556690159,174/27,"KANFLEKS %5 DEKSTROZ SUDAKİ ÇÖZELTİSİ, 150 ML(SETSİZ)",KANSUK LABORATUVARI SAN. VE TİC. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,5,%,%5,150 ML(SETSİZ),true,false,2017-05-23
8699535690361,174/27,"KANFLEKS %5 DEKSTROZ SUDAKİ ÇÖZELTİSİ, 250 ML",KANSUK LABORATUVARI SAN. VE TİC. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,5,%,%5,250 ML,true,true,2025-11-25
8699556690241,174/27,"KANFLEKS %5 DEKSTROZ SUDAKİ ÇÖZELTİSİ, 250 ML(SETSİZ)",KANSUK LABORATUVARI SAN. VE TİC. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,5,%,%5,250 ML(SETSİZ),true,false,2019-08-06
8699556691064,174/27,"KANFLEKS %5 DEKSTROZ SUDAKİ ÇÖZELTİSİ, 50 ML(SETLİ)",KANSUK LABORATUVARI SAN. VE TİC. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,5,%,%5,50 ML(SETLİ),true,false,2017-05-23
8699556691088,174/27,"KANFLEKS %5 DEKSTROZ SUDAKİ ÇÖZELTİSİ, 50 ML(SETSİZ)",KANSUK LABORATUVARI SAN. VE TİC. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,5,%,%5,50 ML(SETSİZ),true,false,2017-05-23
8699556691415,174/27,"KANFLEKS %5 DEKSTROZ SUDAKİ ÇÖZELTİSİ, 500 ML(SETLİ)",KANSUK LABORATUVARI SAN. VE TİC. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,5,%,%5,500 ML(SETLİ),true,false,2017-05-23
8699556691521,174/27,"KANFLEKS %5 DEKSTROZ SUDAKİ ÇÖZELTİSİ, 500 ML(SETSİZ)",KANSUK LABORATUVARI SAN. VE TİC. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,5,%,%5,500 ML(SETSİZ),true,false,2017-05-23
8699788691092,192/5,"%5 DEKSTROZ RİNGER LAKTAT ÇÖZELTİSİ, 1000 ML SETSİZ ŞİŞE",OSEL İLAÇ SAN. VE TİC. A.Ş.,B05BB02,"dekstroz, sodyum klorür, potasyum klorür, sodyum laktat",çözelti,5,%,%5,1000 ML SETSİZ ŞİŞE,true,true,
8699788695199,192/5,%5 DEKSTROZ RINGER LAKTAT ÇÖZELTİSİ 500 ML SETLI SISE,OSEL İLAÇ SAN. VE TİC. A.Ş.,B05BB02,"dekstroz, sodyum klorür, potasyum klorür, sodyum laktat",çözelti,5,%,%5,,true,true,
8699606690177,177/1,"PF %5 DEKSTROZ SUDAKİ IV İNFÜZON İÇİN ÇÖZELTİ, 250 ML SETLİ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,5,%,%5,250 ML SETLİ,true,true,
8699606690184,177/1,"PF %5 DEKSTROZ SUDAKİ IV İNFÜZON İÇİN ÇÖZELTİ, 250 ML SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,5,%,%5,250 ML SETSİZ,true,true,
8699828690733,2017/61,"%5 DEKSTROZ SUDAKI COZELTISI SETLI, 100 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,5,%,%5,100 ML,true,true,
8699828691457,2017/35,"%5 DEKSTROZ SUDAKI COZELTISI SETLI, 1000 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,5,%,%5,1000 ML,,false,
8699828690818,2017/61,"%5 DEKSTROZ SUDAKI COZELTISI SETLI, 1000 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,5,%,%5,1000 ML,true,true,
8699828690757,2017/61,"%5 DEKSTROZ SUDAKI COZELTISI SETLI, 150 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,5,%,%5,150 ML,true,true,
8699828690771,2017/61,"%5 DEKSTROZ SUDAKI COZELTISI SETLI, 250 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,5,%,%5,250 ML,true,true,
8699828690719,2017/61,"%5 DEKSTROZ SUDAKI COZELTISI SETLI, 50 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,5,%,%5,50 ML,true,true,
8699828691433,2017/35,"%5 DEKSTROZ SUDAKI COZELTISI SETLI, 500 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,5,%,%5,500 ML,,false,
8699828690795,2017/61,"%5 DEKSTROZ SUDAKI COZELTISI SETLI, 500 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,5,%,%5,500 ML,true,true,
8699828690740,2017/61,"%5 DEKSTROZ SUDAKI COZELTISI SETSIZ, 100 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,5,%,%5,100 ML,true,true,
8699828691464,2017/35,"%5 DEKSTROZ SUDAKI COZELTISI SETSIZ, 1000 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,5,%,%5,1000 ML,,false,
8699828690825,2017/61,"%5 DEKSTROZ SUDAKI COZELTISI SETSIZ, 1000 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,5,%,%5,1000 ML,true,true,
8699828690764,2017/61,"%5 DEKSTROZ SUDAKI COZELTISI SETSIZ, 150 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,5,%,%5,150 ML,true,true,
8699828690788,2017/61,"%5 DEKSTROZ SUDAKI COZELTISI SETSIZ, 250 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,5,%,%5,250 ML,true,true,
8699828690726,2017/61,"%5 DEKSTROZ SUDAKI COZELTISI SETSIZ, 50 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,5,%,%5,50 ML,true,true,
8699828691440,2017/35,"%5 DEKSTROZ SUDAKI COZELTISI SETSIZ, 500 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,5,%,%5,500 ML,,false,
8699828690801,2017/61,"%5 DEKSTROZ SUDAKI COZELTISI SETSIZ, 500 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BA03,dekstroz monohidrat,çözelti,5,%,%5,500 ML,true,true,
8699606692614,207/56,"PF %5 DEKSTROZ %0,9 SODYUM KLORÜR IV İNFÜZON İÇİN ÇÖZELTİ, 1000 ML SETLİ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BB02,"Dekstroz Anhidr, Sodyum Klorür",çözelti,5,%,%5,1000 ML SETLİ,true,true,
8699606692621,207/56,"PF %5 DEKSTROZ %0,9 SODYUM KLORÜR IV İNFÜZON İÇİN ÇÖZELTİ, 1000 ML SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BB02,"Dekstroz Anhidr, Sodyum Klorür",çözelti,5,%,%5,1000 ML SETSİZ,true,true,
8699606692591,207/56,"PF %5 DEKSTROZ %0,9 SODYUM KLORÜR IV İNFÜZON İÇİN ÇÖZELTİ, 500 ML SETLİ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BB02,"Dekstroz Anhidr, Sodyum Klorür",çözelti,5,%,%5,500 ML SETLİ,true,true,
8699606692607,207/56,"PF %5 DEKSTROZ %0,9 SODYUM KLORÜR IV İNFÜZON İÇİN ÇÖZELTİ, 500 ML SETSİZ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BB02,"Dekstroz Anhidr, Sodyum Klorür",çözelti,5,%,%5,500 ML SETSİZ,true,true,
8699788695137,192/61,"%5 DEKSTROZ %0,45 SODYUM KLORÜR %0,3 POTASYUM KLORÜR SOLÜSYONU, 500 ML SETLİ",OSEL İLAÇ SAN. VE TİC. A.Ş.,B05BB02,"glukoz monohidrat, sodyum klorür, potasyum klorür",solüsyon,5,%,%5,500 ML SETLİ,true,false,
8699828691488,2017/21,"%5 MANNITOL COZELTISI SETSIZ, 1000 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BC01,mannitol,çözelti,5,%,%5,1000 ML,,false,
8699828691471,2017/21,"%5 MANNITOL COZELTISI SETSIZ, 500 ML",KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.,B05BC01,mannitol,çözelti,5,%,%5,500 ML,,false,
8699788695069,192/72,"%50 DEKSTROZ BIOSEL SUDAKI HIPERTONIK I.V. İNFÜZYONLUK ÇÖZELTİ, 500 ML SETLI SISE",OSEL İLAÇ SAN. VE TİC. A.Ş.,B05BA03,glukoz monohidrat,çözelti,50,%,%50,500 ML SETLI SISE,true,false,
8699606692119,206/62,"PF %50 DEKSTROZ SUDAKİ IV İNFÜZON İÇİN ÇÖZELTİ, 1000 ML SETLİ",POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,B05BA03,Dekstroz Anhidr,çözelti,50,%,%50,1000 ML SETLİ,true,false,
